Employee_ID,Age,Gender,Education,Department,Experience,City,Company_Size,Job_Role,Performance_Rating,Overtime,Remote_Work,Working_Hours,Projects,Certification,Leadership_Score,Skill_Score,Annual_Salary
490,45,Male,Master,Marketing,13,Mumbai,Large,Developer,3,No,Yes,41,1,No,35.0,47.0,1547041
491,58,Female,Bachelor,IT,0,Pune,Medium,Manager,5,No,No,60,8,No,38.0,93.0,1058946
492,35,Female,Master,Sales,3,Pune,Medium,Tester,4,Yes,No,52,2,No,66.0,89.0,1256033
493,44,Female,Bachelor,Marketing,10,Nashik,Large,Tester,1,Yes,Yes,38,1,Yes,33.0,97.0,1234331
494,58,Male,Bachelor,IT,2,Pune,Large,Tester,2,No,Yes,40,5,Yes,30.0,53.0,947091
495,40,Male,Bachelor,IT,15,Pune,Medium,Tester,5,Yes,Yes,53,3,No,50.0,68.0,1715484
496,32,Female,Diploma,IT,3,Mumbai,Large,Tester,1,No,No,58,10,Yes,97.0,44.0,828123
497,52,Female,Diploma,Sales,20,Mumbai,Small,Manager,2,Yes,Yes,57,5,Yes,81.0,100.0,1840354
498,59,Male,Master,IT,3,Nashik,Small,Developer,2,Yes,Yes,50,1,No,78.0,85.0,1227055
499,25,Female,Bachelor,Sales,16,Nagpur,Large,Analyst,5,Yes,Yes,44,7,Yes,38.0,60.0,1671660
500,42,Female,Master,Marketing,16,Nashik,Medium,Manager,3,Yes,Yes,43,5,No,59.0,51.0,1559971
501,41,Male,Bachelor,Finance,12,Pune,Medium,Developer,4,Yes,No,36,5,No,52.0,,1609588
502,53,Female,Diploma,Marketing,5,Nashik,Large,Tester,2,No,No,51,10,Yes,51.0,83.0,931176
503,54,Female,Bachelor,Sales,18,Mumbai,Medium,Developer,2,No,Yes,43,10,No,39.0,53.0,1720010
504,48,Male,Master,HR,10,Nashik,Medium,Manager,3,Yes,No,58,8,Yes,44.0,53.0,1564713
505,23,Male,Bachelor,Sales,10,Nashik,Small,Analyst,1,No,No,44,8,No,76.0,100.0,1486910
506,54,Female,Diploma,HR,14,Pune,Medium,Analyst,1,Yes,Yes,53,6,No,58.0,81.0,1420325
507,49,Male,Diploma,HR,0,Pune,Large,Manager,5,Yes,Yes,41,8,Yes,77.0,73.0,818152
508,46,Female,Diploma,Marketing,16,Mumbai,Large,Developer,5,No,No,51,3,No,98.0,46.0,1555113
509,45,Female,Bachelor,Sales,6,Pune,Large,Manager,1,No,Yes,37,5,Yes,82.0,97.0,1283985
510,45,Female,Diploma,Sales,10,Mumbai,Large,Manager,2,No,Yes,56,9,No,45.0,71.0,1268248
511,27,Female,Diploma,Finance,0,Mumbai,Small,Analyst,1,No,Yes,48,3,No,70.0,68.0,490134
512,35,Female,Bachelor,HR,18,Nashik,Small,Manager,1,No,No,37,5,No,74.0,41.0,1590050
513,52,Female,Diploma,Sales,13,Pune,Medium,Manager,1,No,No,42,6,No,47.0,69.0,1273074
514,35,Male,Bachelor,Marketing,5,Pune,Large,Analyst,1,Yes,No,54,9,Yes,65.0,51.0,986141
515,40,Female,Master,Sales,16,Pune,Small,Analyst,2,No,Yes,44,3,Yes,95.0,,1911912
516,24,Female,Bachelor,HR,18,Nashik,Medium,Manager,3,No,Yes,54,10,No,84.0,42.0,1684639
517,29,Male,Diploma,IT,10,,Medium,Tester,3,Yes,No,36,8,No,59.0,,1264621
518,28,Female,Bachelor,Finance,14,Nashik,Medium,Developer,1,No,Yes,43,10,No,65.0,87.0,1484485
519,37,Male,Master,Marketing,4,Pune,Medium,Manager,5,No,No,37,5,No,,87.0,1391206
520,27,Female,Diploma,Marketing,18,Nashik,Medium,Analyst,5,Yes,No,43,6,No,,83.0,1876836
521,57,Female,Master,IT,16,Mumbai,Small,Manager,3,Yes,No,55,6,No,50.0,55.0,1797730
522,33,Female,Master,Finance,9,Nagpur,Medium,Tester,2,No,No,45,6,No,90.0,51.0,1423847
523,50,Male,Diploma,IT,15,Pune,Large,Analyst,3,No,Yes,46,10,Yes,86.0,47.0,1346353
524,32,Female,Diploma,IT,11,Mumbai,Small,Tester,1,Yes,Yes,53,10,No,31.0,50.0,1021509
525,58,Male,Master,IT,17,,Large,Analyst,1,Yes,No,37,1,No,91.0,71.0,1763145
526,33,Male,Diploma,Finance,12,Nagpur,Large,Analyst,4,Yes,Yes,38,7,Yes,50.0,71.0,1400219
527,44,Female,Diploma,Finance,9,Nagpur,Medium,Manager,5,No,Yes,54,10,Yes,33.0,78.0,1239491
528,48,Female,Master,Marketing,4,Nagpur,Large,Manager,4,No,No,42,1,Yes,62.0,59.0,1196771
529,26,Female,Diploma,Finance,4,Nashik,Medium,Manager,5,Yes,No,59,8,Yes,50.0,61.0,997407
530,33,Male,Diploma,Finance,13,Nashik,Medium,Developer,5,No,No,40,2,No,100.0,98.0,1620471
531,36,Female,Diploma,Finance,1,Pune,Small,Manager,3,Yes,No,47,1,No,83.0,47.0,898456
532,41,Male,Bachelor,HR,2,Nagpur,Medium,Analyst,3,No,Yes,53,6,No,88.0,91.0,991895
533,35,Male,Master,Marketing,10,Nashik,Medium,Manager,4,No,Yes,45,10,Yes,77.0,69.0,1478961
534,39,Male,Diploma,Finance,2,Mumbai,Large,Tester,5,No,No,59,4,No,39.0,42.0,815568
535,39,Female,Diploma,IT,18,Pune,Small,Developer,2,Yes,Yes,57,8,No,90.0,82.0,1564678
536,48,Male,Bachelor,Sales,10,Mumbai,Small,Developer,2,Yes,Yes,39,5,No,84.0,85.0,1381744
537,40,Female,Diploma,Sales,18,Nashik,Medium,Manager,4,No,Yes,40,9,No,79.0,60.0,1717976
538,38,Male,Diploma,IT,13,Nashik,Medium,Developer,3,No,Yes,57,6,Yes,90.0,50.0,1368945
539,45,Female,Bachelor,IT,17,Mumbai,Large,Analyst,3,No,No,43,6,Yes,50.0,95.0,1753448
540,27,Male,Master,HR,9,Nagpur,Large,Developer,3,Yes,No,38,1,No,94.0,61.0,1487275
541,49,Female,Master,Finance,14,Pune,Large,Developer,4,Yes,No,48,2,No,51.0,79.0,1921464
542,35,Female,Master,HR,19,Nashik,Small,Analyst,1,Yes,Yes,46,8,No,88.0,89.0,1975522
543,33,Male,Bachelor,HR,19,Nashik,Large,Developer,3,No,Yes,36,5,Yes,57.0,69.0,1599135
544,46,Female,Diploma,Marketing,16,Pune,Medium,Developer,2,Yes,Yes,45,8,No,65.0,77.0,1491771
545,46,Female,Diploma,IT,11,Mumbai,Medium,Analyst,3,Yes,Yes,51,4,No,51.0,79.0,1252112
546,36,Female,Diploma,Marketing,19,Nashik,Medium,Analyst,3,Yes,No,47,8,No,36.0,94.0,1734205
547,37,Male,Master,Finance,15,Mumbai,Medium,Tester,5,No,No,49,7,Yes,64.0,66.0,1761743
548,59,Male,Master,Marketing,7,Nashik,Medium,Tester,5,No,Yes,55,7,Yes,49.0,54.0,1288577
549,31,Male,Master,Sales,11,Nashik,Medium,Manager,1,No,Yes,36,2,No,93.0,88.0,1595513
550,40,Male,Master,IT,6,Nashik,Large,Analyst,2,No,Yes,52,6,No,63.0,,1389008
551,31,Female,Diploma,Marketing,9,Pune,Large,Manager,4,No,No,48,8,No,44.0,71.0,1033822
552,56,Male,Diploma,Marketing,9,Mumbai,Small,Analyst,4,Yes,Yes,47,4,Yes,78.0,78.0,1211974
553,51,Female,Diploma,HR,4,Mumbai,Small,Tester,4,No,No,57,5,Yes,93.0,65.0,930392
554,43,Male,Bachelor,Marketing,5,Mumbai,Small,Analyst,3,No,Yes,51,1,No,73.0,49.0,1023225
555,33,Male,Master,Finance,9,Nagpur,Medium,Developer,2,No,Yes,59,2,Yes,82.0,96.0,1472131
556,35,Male,Bachelor,HR,18,Mumbai,Small,Analyst,1,No,Yes,49,7,Yes,44.0,51.0,1414243
557,47,Male,Master,Marketing,6,Pune,Large,Tester,1,Yes,No,55,2,No,61.0,52.0,1157189
558,32,Female,Master,IT,12,Pune,Small,Tester,1,No,Yes,46,6,No,92.0,55.0,1605612
559,24,Female,Bachelor,Marketing,18,Nashik,Medium,Tester,1,No,No,59,8,Yes,77.0,99.0,1705190
560,39,Male,Master,Sales,12,Nashik,Medium,Tester,1,No,No,47,9,Yes,35.0,84.0,1494542
561,58,Male,Master,Finance,13,Mumbai,Large,Analyst,4,No,Yes,40,8,No,68.0,70.0,1709624
562,23,Male,Diploma,Finance,20,Mumbai,Large,Manager,3,Yes,Yes,47,6,Yes,,69.0,1715142
563,26,Female,Bachelor,HR,1,Pune,Medium,Manager,5,Yes,Yes,48,3,No,67.0,55.0,925899
564,51,Male,Bachelor,Marketing,9,Nagpur,Large,Analyst,3,Yes,No,39,4,No,,42.0,1260606
565,40,Female,Diploma,Marketing,8,Mumbai,Large,Manager,5,Yes,No,54,1,Yes,51.0,70.0,1210108
566,33,Female,Diploma,Finance,3,Nagpur,Medium,Developer,1,Yes,Yes,51,8,No,44.0,72.0,893265
567,46,Female,Diploma,Marketing,7,Mumbai,Medium,Analyst,3,No,Yes,49,7,Yes,52.0,89.0,1049079
568,36,Female,Diploma,Sales,4,Mumbai,Small,Tester,4,No,No,57,2,Yes,90.0,88.0,1003577
569,37,Female,Diploma,IT,17,Nagpur,Large,Developer,5,No,No,42,3,Yes,42.0,56.0,1627478
570,30,Female,Bachelor,HR,19,Pune,Medium,Analyst,1,No,No,46,5,Yes,81.0,54.0,1777522
571,21,Male,Master,HR,19,Mumbai,Medium,Tester,1,No,Yes,46,3,Yes,86.0,69.0,2030971
572,35,Female,Master,Sales,10,Nashik,Medium,Analyst,1,No,No,46,1,Yes,61.0,73.0,1446007
573,31,Male,Bachelor,Finance,12,Nagpur,Large,Analyst,1,No,Yes,41,1,Yes,86.0,53.0,1441485
574,43,Female,Diploma,HR,0,Mumbai,Small,Developer,2,Yes,Yes,58,6,No,69.0,71.0,821980
575,55,Female,Diploma,IT,17,Nashik,Medium,Tester,5,Yes,No,53,8,Yes,,77.0,1630781
576,39,Male,Master,HR,16,Nashik,Large,Tester,3,Yes,Yes,41,1,No,95.0,,1811356
577,24,Male,Master,Finance,5,Pune,Small,Manager,4,Yes,No,56,10,Yes,95.0,,1405111
578,33,Male,Bachelor,IT,16,Nagpur,Large,Manager,4,No,Yes,54,10,Yes,87.0,82.0,1911303
579,48,Female,Bachelor,HR,16,Nagpur,Large,Developer,4,No,No,35,10,Yes,89.0,80.0,1725181
580,32,Male,Diploma,Marketing,17,Nagpur,Large,Developer,1,Yes,Yes,42,8,No,92.0,87.0,1597636
581,44,Female,Bachelor,Sales,15,Pune,Small,Manager,4,No,No,57,9,No,67.0,89.0,1752424
582,29,Female,Diploma,IT,1,Nashik,Medium,Developer,2,No,Yes,60,4,Yes,53.0,42.0,515684
583,47,Female,Bachelor,HR,7,Mumbai,Large,Tester,3,Yes,No,50,1,Yes,96.0,49.0,1128075
584,46,Male,Master,Sales,14,,Large,Manager,4,No,Yes,49,2,Yes,82.0,74.0,1761267
585,21,Male,Master,Marketing,17,Pune,Small,Manager,4,Yes,No,56,9,Yes,33.0,59.0,1896349
586,45,Male,Master,Finance,1,Mumbai,Large,Developer,3,Yes,No,54,1,Yes,50.0,69.0,952496
587,35,Male,Master,Finance,19,Nagpur,Medium,Manager,5,No,No,60,10,Yes,91.0,61.0,1948084
588,44,Male,Diploma,HR,13,Pune,Small,Manager,1,Yes,Yes,59,10,Yes,50.0,91.0,1365948
589,41,Male,Master,Finance,4,Mumbai,Large,Tester,1,Yes,No,37,6,No,76.0,45.0,1077446
590,30,Female,Diploma,Sales,7,Nagpur,Small,Analyst,3,Yes,Yes,59,4,Yes,69.0,,1020975
591,57,Male,Bachelor,Finance,16,Nagpur,Small,Analyst,3,Yes,Yes,58,6,Yes,90.0,47.0,1593692
592,21,Female,Bachelor,Finance,4,Nagpur,Small,Tester,3,No,Yes,42,3,No,31.0,48.0,941972
593,48,Female,Master,Sales,10,Mumbai,Large,Developer,4,No,No,60,9,Yes,68.0,67.0,1560620
594,54,Female,Diploma,IT,6,Nagpur,Large,Developer,2,Yes,No,57,4,No,85.0,70.0,918159
595,41,Female,Bachelor,Finance,11,Nagpur,Small,Tester,5,No,Yes,49,1,Yes,30.0,40.0,1343882
596,37,Female,Bachelor,IT,5,,Small,Analyst,5,No,No,51,6,No,37.0,74.0,1027715
597,28,Male,Bachelor,HR,12,Nagpur,Large,Analyst,1,No,Yes,49,6,No,74.0,56.0,1328907
598,26,Male,Bachelor,IT,12,Mumbai,Small,Tester,5,No,Yes,39,6,No,64.0,88.0,1642139
599,40,Male,Master,Sales,16,Nagpur,Small,Analyst,1,No,Yes,40,6,Yes,63.0,62.0,1720353
600,34,Male,Diploma,IT,17,Nagpur,Medium,Manager,4,No,No,48,7,Yes,46.0,57.0,1475892
601,37,Male,Diploma,HR,11,Mumbai,Large,Manager,3,Yes,No,37,3,No,92.0,94.0,1418386
602,44,Male,Bachelor,Marketing,19,Nagpur,Small,Analyst,3,No,No,51,7,No,61.0,75.0,1870493
603,34,Male,Bachelor,Marketing,10,Mumbai,Small,Manager,1,Yes,Yes,39,4,Yes,61.0,89.0,1394136
604,24,Male,Diploma,Finance,7,Mumbai,Small,Developer,4,No,No,47,10,Yes,45.0,98.0,1310882
605,29,Male,Diploma,Sales,12,Pune,Small,Manager,3,Yes,No,41,2,No,37.0,41.0,1299894
606,36,Male,Diploma,Finance,7,Nashik,Medium,Tester,4,Yes,No,37,10,Yes,86.0,46.0,1034472
607,54,Female,Bachelor,HR,5,Mumbai,Large,Manager,2,No,No,45,7,Yes,98.0,57.0,1045904
608,49,Male,Master,Marketing,4,Mumbai,Small,Developer,2,No,No,57,6,No,33.0,69.0,1243430
609,23,Female,Master,Finance,9,Nashik,Small,Tester,2,No,No,44,1,Yes,35.0,57.0,1322447
610,39,Male,Master,Finance,3,Pune,Small,Developer,1,Yes,No,39,6,Yes,70.0,43.0,1000151
611,23,Male,Master,Marketing,5,Nagpur,Medium,Developer,1,No,No,43,7,Yes,51.0,74.0,1145948
612,30,Male,Diploma,Finance,13,Nashik,Small,Manager,2,No,No,53,5,Yes,52.0,,1394444
613,45,Female,Diploma,Finance,14,,Large,Developer,1,Yes,Yes,44,10,No,,91.0,1444444
614,34,Female,Bachelor,Sales,13,Mumbai,Large,Analyst,1,No,Yes,37,4,No,54.0,97.0,1464592
615,22,Female,Master,Sales,15,Nagpur,Large,Developer,2,No,No,46,9,Yes,40.0,73.0,1625717
616,38,Female,Diploma,Finance,9,Mumbai,Small,Manager,3,Yes,No,37,5,No,45.0,57.0,1013905
617,33,Male,Master,Marketing,15,Nagpur,Small,Developer,1,No,No,38,7,Yes,76.0,45.0,1689864
618,47,Female,Bachelor,IT,1,Nagpur,Small,Manager,3,No,No,49,8,Yes,56.0,65.0,800009
619,37,Female,Master,HR,6,Mumbai,Medium,Developer,4,Yes,Yes,58,4,No,41.0,86.0,1282545
620,48,Male,Master,Sales,20,Pune,Small,Manager,5,No,No,56,5,No,65.0,47.0,1960787
621,57,Male,Diploma,Marketing,15,Pune,Small,Developer,2,No,No,37,4,Yes,100.0,53.0,1421124
622,33,Female,Diploma,IT,14,Mumbai,Medium,Tester,4,Yes,Yes,44,5,No,,85.0,1429401
623,56,Female,Diploma,HR,4,Nashik,Small,Analyst,4,No,No,36,6,No,58.0,66.0,884272
624,56,Male,Bachelor,Finance,15,Pune,Small,Manager,5,Yes,Yes,47,3,Yes,83.0,57.0,1596931
625,29,Female,Diploma,Marketing,1,Nashik,Medium,Analyst,3,No,Yes,41,3,Yes,91.0,52.0,633368
626,40,Female,Diploma,Marketing,18,Nashik,Large,Tester,4,Yes,Yes,43,4,Yes,86.0,77.0,1619525
627,42,Male,Bachelor,IT,17,Nagpur,Small,Developer,5,No,No,60,4,Yes,49.0,57.0,1738926
628,29,Female,Master,Marketing,11,Nashik,Medium,Manager,5,Yes,Yes,44,7,No,71.0,73.0,1815001
629,51,Male,Master,IT,3,Nagpur,Small,Tester,2,No,No,53,5,No,,58.0,1153436
630,22,Male,Diploma,HR,1,Nashik,Medium,Tester,4,Yes,No,36,8,No,39.0,98.0,1016869
631,41,Female,Bachelor,IT,16,Mumbai,Medium,Developer,5,No,No,38,7,No,60.0,71.0,1798243
632,48,Female,Diploma,Finance,14,Pune,Large,Developer,4,No,Yes,55,10,No,94.0,89.0,1610426
633,31,Male,Master,Finance,6,Nagpur,Medium,Tester,2,Yes,Yes,42,2,Yes,53.0,41.0,1095881
634,32,Female,Bachelor,IT,10,Nashik,Small,Tester,5,No,No,37,10,Yes,96.0,50.0,1395527
635,50,Male,Diploma,Marketing,16,Nagpur,Small,Tester,2,No,Yes,54,6,No,78.0,93.0,1657849
636,53,Female,Diploma,Sales,9,Mumbai,Large,Developer,2,No,No,47,8,No,69.0,99.0,1402043
637,47,Male,Master,IT,8,Pune,Small,Developer,2,Yes,Yes,43,2,No,76.0,93.0,1581830
638,52,Female,Master,Sales,1,Nagpur,Small,Analyst,1,No,No,59,2,No,39.0,51.0,918534
639,44,Female,Bachelor,IT,15,Mumbai,Large,Tester,4,Yes,No,56,2,Yes,95.0,59.0,1763963
640,32,Male,Bachelor,IT,13,Nashik,Small,Manager,5,Yes,Yes,39,4,No,44.0,41.0,1253486
641,44,Female,Master,Finance,6,Nagpur,Medium,Tester,5,No,Yes,48,2,Yes,39.0,63.0,1407804
642,56,Male,Bachelor,HR,11,Nagpur,Medium,Tester,4,Yes,No,56,4,Yes,74.0,61.0,1438371
643,52,Male,Diploma,IT,0,Mumbai,Small,Tester,4,No,Yes,47,5,Yes,49.0,84.0,770247
644,32,Female,Diploma,Sales,3,Nagpur,Large,Analyst,3,No,No,50,1,No,99.0,60.0,898707
645,37,Female,Bachelor,HR,12,Pune,Medium,Developer,5,No,Yes,43,6,No,100.0,62.0,1564183
646,47,Female,Bachelor,IT,14,Mumbai,Large,Tester,2,No,Yes,54,7,No,34.0,83.0,1523703
647,43,Male,Master,HR,7,Nashik,Medium,Developer,3,Yes,Yes,42,4,No,60.0,98.0,1518716
648,26,Male,Master,Marketing,2,Nashik,Large,Developer,1,No,Yes,59,6,No,58.0,44.0,790643
649,31,Female,Bachelor,Marketing,1,Nashik,Medium,Manager,5,No,No,41,6,Yes,30.0,84.0,930781
650,55,Female,Diploma,Marketing,10,Nashik,Small,Tester,2,Yes,Yes,54,3,No,45.0,68.0,1126456
651,26,Male,Master,Finance,0,Nagpur,Small,Analyst,5,Yes,No,42,3,No,30.0,97.0,1267111
652,25,Female,Diploma,Finance,0,Nashik,Small,Developer,4,Yes,Yes,46,4,No,64.0,42.0,558359
653,58,Male,Bachelor,Finance,12,Pune,Medium,Analyst,1,Yes,No,47,9,Yes,68.0,59.0,1367990
654,39,Male,Diploma,Sales,19,Nagpur,Medium,Analyst,5,No,Yes,42,4,Yes,72.0,86.0,1888667
655,29,Female,Master,IT,7,Nashik,Small,Developer,2,Yes,No,54,8,No,55.0,81.0,1281935
656,35,Female,Bachelor,Sales,18,Pune,Medium,Tester,3,No,No,57,10,Yes,41.0,87.0,1722636
657,26,Female,Master,IT,9,Nashik,Medium,Tester,3,No,Yes,48,4,Yes,67.0,66.0,1313991
658,55,Female,Master,Sales,5,Nashik,Medium,Manager,2,No,Yes,42,8,No,94.0,88.0,1367292
659,57,Female,Master,Sales,19,Pune,Large,Analyst,3,No,Yes,48,5,No,90.0,,2041054
660,24,Male,Master,IT,15,Mumbai,Small,Tester,5,Yes,Yes,45,1,No,83.0,96.0,2051496
661,43,Male,Bachelor,Finance,6,Nashik,Small,Developer,2,Yes,Yes,52,9,Yes,40.0,85.0,1225450
662,34,Male,Master,Marketing,18,Mumbai,Large,Developer,4,Yes,Yes,37,1,No,43.0,72.0,1753951
663,58,Male,Master,IT,2,Pune,Medium,Manager,4,No,Yes,57,9,No,74.0,55.0,957488
664,30,Female,Bachelor,Finance,9,Nashik,Small,Developer,1,No,Yes,44,9,No,70.0,46.0,1060564
665,21,Female,Bachelor,IT,6,Nashik,Medium,Analyst,5,No,Yes,46,5,No,79.0,87.0,1181887
666,46,Female,Diploma,HR,1,Nagpur,Small,Analyst,1,No,Yes,38,1,Yes,33.0,43.0,469577
667,39,Female,Bachelor,IT,6,Mumbai,Small,Developer,2,No,No,38,2,Yes,90.0,69.0,1023316
668,52,Male,Bachelor,IT,19,Mumbai,Large,Tester,3,No,Yes,48,9,No,56.0,98.0,1989576
669,51,Male,Bachelor,Marketing,17,Nagpur,Medium,Tester,4,No,Yes,38,5,Yes,58.0,67.0,1719082
670,59,Female,Diploma,Sales,16,Mumbai,Large,Manager,2,No,No,43,4,No,77.0,78.0,1531446
671,27,Male,Diploma,Finance,10,Nashik,Small,Tester,4,No,Yes,35,10,Yes,41.0,41.0,1134814
672,42,Male,Master,Sales,12,Pune,Medium,Tester,4,Yes,No,53,5,No,,45.0,1575080
673,57,Female,Diploma,HR,17,,Small,Analyst,5,Yes,Yes,46,6,No,59.0,70.0,1600702
674,53,Male,Bachelor,Marketing,6,Nashik,Medium,Tester,5,Yes,Yes,45,5,No,58.0,48.0,1292748
675,38,Female,Diploma,IT,14,Nagpur,Small,Analyst,4,No,Yes,46,6,Yes,73.0,,1354031
676,51,Male,Diploma,HR,4,Nagpur,Large,Developer,1,No,Yes,60,4,Yes,88.0,97.0,952834
677,41,Male,Master,IT,17,Pune,Large,Developer,1,No,Yes,57,7,No,51.0,43.0,1483765
678,42,Male,Master,Marketing,18,Mumbai,Small,Developer,1,No,Yes,39,7,Yes,38.0,94.0,1792181
679,35,Female,Diploma,Finance,4,Nagpur,Medium,Developer,5,Yes,No,41,3,Yes,88.0,81.0,1111632
680,35,Male,Diploma,Finance,18,Mumbai,Small,Manager,4,Yes,No,37,6,Yes,58.0,49.0,1461719
681,40,Female,Master,Marketing,11,Pune,Medium,Analyst,5,Yes,Yes,49,4,Yes,48.0,86.0,1638489
682,28,Female,Master,HR,18,Mumbai,Medium,Developer,3,Yes,Yes,57,3,Yes,74.0,,1937002
683,57,Female,Diploma,Sales,15,Nagpur,Large,Analyst,4,Yes,Yes,46,1,No,100.0,48.0,1476022
684,32,Female,Master,Sales,9,Pune,Small,Developer,1,Yes,No,59,1,Yes,79.0,82.0,1369561
685,38,Female,Master,Finance,13,Nagpur,Small,Analyst,1,Yes,Yes,47,2,Yes,65.0,87.0,1701032
686,29,Female,Master,Marketing,18,Pune,Medium,Analyst,3,No,Yes,42,4,Yes,61.0,95.0,2021981
687,44,Male,Diploma,Sales,0,Nagpur,Small,Analyst,1,Yes,Yes,50,7,No,96.0,43.0,600185
688,40,Male,Bachelor,Sales,12,Nashik,Medium,Tester,5,Yes,Yes,56,2,Yes,54.0,52.0,1478266
689,33,Male,Master,HR,14,Mumbai,Medium,Developer,2,Yes,Yes,52,9,No,74.0,57.0,1714240
690,46,Female,Master,Sales,10,Pune,Large,Manager,3,Yes,Yes,48,6,No,82.0,58.0,1491152
691,43,Male,Diploma,HR,12,Nagpur,Small,Tester,1,Yes,Yes,58,6,No,94.0,83.0,1378837
692,48,Female,Master,IT,18,Nagpur,Small,Analyst,4,No,Yes,35,3,No,84.0,57.0,1919119
693,55,Male,Bachelor,Sales,19,Pune,Large,Manager,1,No,Yes,42,6,No,66.0,100.0,1815355
694,42,Male,Diploma,Marketing,12,Mumbai,Medium,Analyst,4,Yes,No,50,3,No,83.0,62.0,1376451
695,43,Male,Bachelor,Finance,12,Pune,Medium,Analyst,4,Yes,Yes,45,7,Yes,84.0,85.0,1539457
696,59,Female,Bachelor,HR,12,Nagpur,Medium,Manager,2,Yes,No,57,2,Yes,50.0,,1369089
697,47,Female,Diploma,Sales,18,Pune,Large,Analyst,3,Yes,No,40,9,Yes,71.0,86.0,1642884
698,41,Female,Diploma,Marketing,20,Mumbai,Medium,Tester,1,No,Yes,60,8,No,60.0,84.0,1703187
699,48,Male,Bachelor,IT,15,Mumbai,Large,Tester,5,Yes,Yes,51,9,No,78.0,84.0,1721148
700,26,Male,Bachelor,IT,1,Mumbai,Medium,Manager,2,Yes,No,45,9,Yes,,64.0,822046
701,39,Female,Bachelor,HR,5,Nagpur,Small,Manager,5,No,Yes,52,1,Yes,43.0,45.0,990775
702,21,Female,Bachelor,Marketing,19,Mumbai,Medium,Tester,5,No,Yes,38,9,Yes,64.0,100.0,2005035
703,39,Female,Master,IT,12,Nashik,Small,Developer,4,No,No,59,6,No,45.0,88.0,1789747
704,39,Male,Master,Finance,18,Nashik,Small,Developer,1,Yes,Yes,35,2,No,71.0,48.0,1809833
705,41,Male,Diploma,Sales,15,Pune,Large,Analyst,2,No,No,60,6,No,63.0,83.0,1647446
706,51,Female,Master,Finance,8,,Small,Manager,3,No,No,44,10,No,68.0,87.0,1380469
707,29,Male,Master,Sales,19,Nashik,Medium,Manager,4,Yes,Yes,60,4,No,44.0,57.0,1993873
708,25,Male,Diploma,Sales,16,Pune,Medium,Developer,3,Yes,Yes,57,5,No,81.0,55.0,1456767
709,28,Male,Diploma,Sales,19,Pune,Small,Developer,2,No,No,37,9,Yes,31.0,54.0,1455809
710,33,Female,Bachelor,Sales,20,Nagpur,Large,Developer,3,No,Yes,38,8,Yes,71.0,50.0,1850455
711,43,Male,Diploma,Marketing,12,Nashik,Medium,Manager,5,No,No,41,8,No,81.0,51.0,1486462
712,25,Female,Bachelor,Marketing,6,Pune,Medium,Analyst,5,No,Yes,57,9,No,80.0,60.0,1220893
713,33,Female,Bachelor,IT,17,Pune,Medium,Manager,4,No,Yes,60,7,Yes,84.0,59.0,1762557
714,55,Female,Master,HR,9,Pune,Large,Analyst,3,Yes,Yes,52,6,Yes,87.0,94.0,1530782
715,36,Female,Diploma,Marketing,19,Pune,Medium,Manager,3,No,Yes,58,9,Yes,88.0,44.0,1598851
716,55,Male,Master,Finance,3,Nashik,Small,Manager,1,No,Yes,57,1,No,84.0,54.0,1054061
717,28,Male,Diploma,Sales,18,,Small,Tester,4,No,Yes,52,4,Yes,36.0,77.0,1610629
718,33,Female,Master,Finance,18,Nagpur,Medium,Analyst,1,No,No,41,10,Yes,,81.0,1979050
719,49,Female,Master,IT,1,Pune,Large,Developer,1,No,Yes,59,7,No,35.0,75.0,1009018
720,54,Male,Master,Sales,16,Nashik,Small,Manager,3,Yes,Yes,37,6,Yes,55.0,85.0,1873841
721,50,Male,Bachelor,IT,13,Mumbai,Large,Tester,2,Yes,No,42,3,Yes,,90.0,1680918
722,29,Female,Bachelor,Marketing,19,Mumbai,Large,Manager,3,No,Yes,47,1,No,100.0,87.0,1837370
723,27,Female,Bachelor,Finance,7,Mumbai,Medium,Manager,4,No,No,35,6,No,64.0,95.0,1340824
724,53,Male,Master,HR,6,Nagpur,Large,Tester,1,No,No,52,4,Yes,71.0,83.0,1324329
725,55,Female,Master,Sales,4,Pune,Large,Developer,3,Yes,Yes,54,1,No,77.0,80.0,1305804
726,34,Female,Bachelor,IT,19,Nagpur,Small,Developer,2,No,No,52,6,No,79.0,62.0,1806726
727,33,Female,Diploma,Marketing,14,Pune,Small,Analyst,4,No,No,43,2,No,37.0,89.0,1558563
728,50,Female,Diploma,Marketing,7,Nashik,Medium,Tester,5,Yes,Yes,54,1,Yes,61.0,71.0,1241538
729,49,Female,Diploma,Finance,12,Nagpur,Small,Manager,2,No,Yes,36,2,No,91.0,40.0,1221607
730,58,Male,Master,IT,6,Mumbai,Medium,Tester,5,Yes,No,48,8,No,54.0,68.0,1219065
731,42,Female,Master,Finance,1,Nagpur,Large,Developer,5,No,Yes,37,5,No,85.0,56.0,919583
732,37,Male,Diploma,HR,15,Nashik,Medium,Analyst,2,No,Yes,50,10,Yes,72.0,89.0,1694797
733,59,Female,Bachelor,Sales,1,Nashik,Small,Manager,5,No,Yes,59,5,Yes,68.0,,945727
734,29,Male,Master,IT,4,Pune,Large,Manager,3,No,No,39,10,No,66.0,59.0,1041220
